chr,start,end,id,motif_start,motif_end,motif_pvalue,motif_strand,#motifs,occupancy_score,annotation,mid_position
chr1,92310119,92310593,22660,92310276,92310295,3.09e-06,+,1,627,Intron,92310285
chr1,92748808,92749368,22770,92749187,92749206,5.31e-07,+,2,721,Intron,92749196
chr1,92818366,92818704,22785,92818509,92818528,7.43e-06,-,1,721,Distal,92818518
chr1,92831800,92832495,22788,92831927,92831946,6.69e-08,+,3,767,Promoter,92831936
chr1,92858889,92859481,22798,92859111,92859130,9.96e-07,+,2,741,Intron,92859120
chr1,92960370,92960721,22832,92960525,92960544,4.3e-06,-,1,711,Promoter,92960534
chr1,92968484,92968816,22839,92968622,92968641,1.09e-06,+,1,655,Distal,92968631
chr1,92994120,92994428,22847,92994296,92994315,1.13e-08,-,2,722,Distal,92994305
chr1,93021529,93021888,22859,93021747,93021766,4.87e-06,+,1,688,Distal,93021756
chr1,93062194,93062531,22871,93062378,93062397,1.11e-05,-,1,690,Distal,93062387
chr1,93304660,93304947,22930,93304811,93304830,1.06e-07,+,1,710,Distal,93304820
chr1,93629486,93629866,23034,93629650,93629669,1.59e-06,+,1,701,Intron,93629659
chr1,93680627,93681102,23059,N,N,N,N,N,653,Intron,93680864
chr1,93814019,93814355,23112,93814173,93814192,9.56e-07,-,2,749,Intron,93814182
chr1,93844303,93844590,23124,93844431,93844450,6.64e-06,-,1,712,Intron,93844440
chr1,93850742,93851081,23128,93850926,93850945,1.5e-06,-,1,670,Distal,93850935
chr1,93874108,93874451,23132,93874250,93874269,1.16e-06,-,1,671,Intron,93874259
chr1,93909530,93910017,23143,93909662,93909681,1.82e-07,-,3,757,Promoter,93909671
chr1,94025892,94026212,23168,94026044,94026063,4.64e-08,+,1,715,Intron,94026053
chr1,94039555,94040089,23176,94039682,94039701,2.19e-08,+,1,750,Intron,94039691
chr1,94045572,94046066,23177,94045695,94045714,1.54e-06,+,2,731,Intron,94045704
chr1,94061452,94061834,23180,94061600,94061619,3.48e-06,+,1,745,Intron,94061609
chr1,94335833,94336187,23252,94335981,94336000,7.96e-06,-,2,724,Distal,94335990
chr1,94463739,94464075,23288,94463897,94463916,5.61e-05,-,1,668,Intron,94463906
chr1,94481489,94481817,23292,94481646,94481665,1.61e-07,+,1,747,Intron,94481655
chr1,94514143,94514502,23297,94514289,94514308,4.07e-06,+,1,705,Intron,94514298
chr1,94805846,94806136,23415,94805999,94806018,1.37e-06,-,1,749,Intron,94806008
chr1,94854373,94854718,23428,94854564,94854583,1.33e-06,+,1,759,Intron,94854573
chr1,95041613,95041896,23482,N,N,N,N,N,624,Intron,95041754
chr1,95043454,95043729,23483,95043591,95043610,6.39e-09,-,2,767,Intron,95043600
chr1,95084627,95084937,23490,95084765,95084784,8.25e-07,+,1,708,Distal,95084774
chr1,95116725,95117038,23499,N,N,N,N,N,718,Promoter,95116881
chr1,95233993,95234395,23529,95234130,95234149,8.99e-08,-,1,727,Promoter,95234139
chr1,95308990,95309323,23537,95309164,95309183,2.28e-05,+,1,635,Distal,95309173
chr1,96235833,96236527,23674,96236328,96236347,4.86e-07,+,1,642,Distal,96236337
chr1,96596243,96596573,23745,96596413,96596432,1.13e-05,+,1,654,Distal,96596422
chr1,96845477,96845804,23782,96845637,96845656,5.01e-06,-,2,662,Distal,96845646
chr1,96966526,96966886,23804,96966733,96966752,7.31e-09,+,1,749,Distal,96966742
chr1,97138099,97138617,23830,97138450,97138469,2.23e-05,+,1,663,Intron,97138459
chr1,97525538,97525964,23882,97525714,97525733,1.25e-05,-,1,666,Intron,97525723
chr1,98051029,98051383,23961,98051249,98051268,5.73e-07,-,1,713,Promoter,98051258
chr1,98054132,98054482,23965,98054309,98054328,4.98e-08,-,1,688,Distal,98054318
chr1,98468170,98468470,24007,98468306,98468325,5.54e-07,-,1,632,Distal,98468315
chr1,98794320,98794646,24047,98794459,98794478,3.79e-07,+,1,713,Distal,98794468
chr1,99180303,99180637,24108,99180448,99180467,5.14e-07,+,2,716,Distal,99180457
chr1,99481460,99481734,24150,99481576,99481595,2.51e-07,-,1,666,Intron,99481585
chr1,99685668,99686033,24191,99685882,99685901,4.65e-07,-,2,706,Intron,99685891
chr1,99707554,99707894,24196,99707733,99707752,2.42e-07,-,1,722,Intron,99707742
chr1,99728792,99729202,24203,N,N,N,N,N,638,Intron,99728997
chr1,99737036,99737360,24205,99737281,99737300,2.18e-05,-,2,630,Intron,99737290
chr1,99808431,99809033,24232,99808824,99808843,4.18e-06,+,1,682,Distal,99808833
chr1,100351086,100351734,24363,N,N,N,N,N,643,Promoter,100351410
chr1,100459573,100459831,24401,100459700,100459719,1.21e-06,-,1,727,Intron,100459709
chr1,100463745,100464041,24402,100463879,100463898,1.51e-05,-,1,729,Intron,100463888
chr1,100606485,100606857,24435,100606630,100606649,8.48e-05,+,1,649,Distal,100606639
chr1,100868372,100868933,24498,100868552,100868571,3.17e-07,-,1,619,Distal,100868561
chr1,100921147,100921480,24512,100921277,100921296,5.19e-07,+,1,626,Intron,100921286
chr1,101238783,101239160,24578,101238918,101238937,1.66e-05,-,1,755,Exon,101238927
chr1,101288445,101288750,24592,101288598,101288617,3.91e-09,-,1,737,Distal,101288607
chr1,101309279,101309667,24597,101309407,101309426,1.18e-07,+,1,745,Distal,101309416
chr1,101357351,101357702,24605,101357557,101357576,1.75e-06,-,3,742,Intron,101357566
chr1,101506452,101507042,24645,101506735,101506754,1.71e-07,+,1,679,Distal,101506744
chr1,101520249,101520603,24648,101520417,101520436,1.68e-06,+,2,706,Distal,101520426
chr1,101567615,101567974,24652,101567762,101567781,9.67e-09,-,1,722,Distal,101567771
chr1,102970485,102971057,24794,102970681,102970700,1.11e-08,-,1,685,Intron,102970690
chr1,103106290,103107262,24801,103106501,103106520,5.67e-07,+,1,651,Promoter,103106510
chr1,103514851,103515257,24834,103515111,103515130,3.44e-05,-,1,683,Intron,103515120
chr1,104780523,104780829,24944,104780670,104780689,7.06e-06,+,1,686,Distal,104780679
chr1,105793557,105794145,25050,105793732,105793751,9.76e-07,-,1,639,Distal,105793741
chr1,107141275,107142457,25543,107142265,107142284,7.83e-07,-,2,701,Intron,107142274
chr1,107276981,107277321,25609,107277141,107277160,8.88e-07,+,1,650,Intron,107277150
chr1,107430695,107430981,25668,107430827,107430846,2.41e-06,+,1,719,Intron,107430836
chr1,107529546,107529877,25705,107529728,107529747,2.76e-06,-,1,718,Distal,107529737
chr1,107750340,107750715,25793,107750563,107750582,5.86e-08,-,1,699,Intron,107750572
chr1,107782230,107782562,25810,107782385,107782404,3.69e-08,+,1,670,Intron,107782394
chr1,108125576,108125851,25980,108125709,108125728,6.81e-07,-,2,759,Distal,108125718
chr1,108214705,108215055,26024,108214861,108214880,2.74e-05,+,1,660,Distal,108214870
chr1,108512414,108512801,26062,108512663,108512682,1.26e-05,+,1,697,Distal,108512672
chr1,108559772,108560216,26080,N,N,N,N,N,681,Promoter,108559994
chr1,108561743,108562061,26083,108561924,108561943,4.09e-08,-,1,676,Promoter,108561933
chr1,108570162,108570459,26085,108570314,108570333,5.45e-05,-,1,644,Intron,108570323
chr1,108643564,108644159,26112,108643722,108643741,4.92e-07,-,1,676,Distal,108643731
chr1,108746286,108746921,26151,108746500,108746519,1.14e-05,+,3,763,Promoter,108746509
chr1,108828135,108828435,26181,108828287,108828306,1.07e-08,+,2,750,Intron,108828296
chr1,108897984,108898442,26205,108898297,108898316,1.99e-06,-,1,696,Intron,108898306
chr1,109089181,109089625,26266,109089384,109089403,2.13e-08,+,1,701,Promoter,109089393
chr1,109099905,109100303,26269,109100042,109100061,1.49e-05,+,1,757,Promoter,109100051
chr1,109112727,109112973,26273,109112836,109112855,6.88e-08,-,2,762,Promoter,109112845
chr1,109193694,109194041,26312,109193836,109193855,1.69e-05,-,1,719,Intron,109193845
chr1,109200851,109201540,26314,109201291,109201310,1.1e-06,+,1,693,Intron,109201300
chr1,109239483,109239784,26324,109239604,109239623,4.26e-06,+,1,695,Distal,109239613
chr1,109263620,109264000,26333,109263742,109263761,5.25e-07,+,4,766,Exon,109263751
chr1,109277484,109277747,26335,109277612,109277631,5.08e-07,+,1,758,Distal,109277621
chr1,109399400,109399764,26390,109399547,109399566,3.97e-07,-,1,631,Promoter,109399556
chr1,109490644,109490941,26427,109490786,109490805,3.17e-07,+,1,720,Intron,109490795
chr1,109493830,109494141,26428,109493988,109494007,3.02e-07,+,1,748,Promoter,109493997
chr1,109499934,109500353,26430,109500096,109500115,2.56e-07,+,1,669,Exon,109500105
chr1,109532314,109532661,26440,109532461,109532480,6.88e-08,-,1,756,Distal,109532470
chr1,109546317,109546580,26443,109546436,109546455,8.49e-09,+,1,745,Distal,109546445
chr1,109640241,109640635,26481,109640398,109640417,3.17e-06,+,3,754,Distal,109640407
chr1,109643357,109643764,26482,109643498,109643517,1.55e-05,+,2,742,Distal,109643507
chr1,109773726,109773989,26526,109773847,109773866,2.45e-07,-,1,742,Distal,109773856
chr1,109776895,109777232,26527,109777007,109777026,3.46e-09,+,1,756,Distal,109777016
chr1,109923417,109923852,26585,109923599,109923618,1.19e-07,+,3,671,Exon,109923608
chr1,109984378,109984720,26612,109984580,109984599,1.72e-08,-,3,760,Promoter,109984589
chr1,110011637,110011923,26620,110011784,110011803,2.46e-06,-,1,693,Intron,110011793
chr1,110029584,110029893,26624,110029750,110029769,5.54e-07,+,2,751,Promoter,110029759
chr1,110053886,110054199,26633,110054001,110054020,9.47e-08,+,1,760,Exon,110054010
chr1,110060110,110060406,26634,110060253,110060272,3.54e-08,-,1,745,Distal,110060262
chr1,110087867,110088640,26641,110088248,110088267,8.97e-06,+,1,725,Intron,110088257
chr1,110106154,110106489,26648,110106296,110106315,2.07e-07,-,3,752,Intron,110106305
chr1,110116428,110116757,26649,110116617,110116636,5.37e-07,-,1,747,Distal,110116626
chr1,110196872,110197289,26672,110197081,110197100,6.45e-07,+,1,758,Intron,110197090
chr1,110203015,110203316,26674,110203158,110203177,7.46e-08,+,1,741,Distal,110203167
chr1,110207605,110208083,26675,110207925,110207944,8.74e-08,+,1,753,Distal,110207934
chr1,110312637,110313150,26719,110312762,110312781,3.75e-08,-,1,765,Intron,110312771
chr1,110338268,110338771,26727,110338413,110338432,4.76e-05,+,1,705,Promoter,110338422
chr1,110412546,110412843,26750,110412686,110412705,7.43e-09,+,1,751,Intron,110412695
chr1,110460306,110460633,26761,110460433,110460452,9.96e-07,-,1,759,Distal,110460442
chr1,110496063,110496340,26774,110496174,110496193,9.85e-08,-,1,754,Distal,110496183
chr1,110524508,110524833,26782,110524639,110524658,2.2e-07,+,1,730,Distal,110524648
chr1,110548194,110548765,26786,N,N,N,N,N,643,Distal,110548479
chr1,110555133,110555616,26787,110555425,110555444,5.54e-07,+,1,652,Distal,110555434
chr1,110615750,110616116,26801,110615931,110615950,3.82e-06,-,2,714,Intron,110615940
chr1,110619255,110619631,26802,110619509,110619528,1.76e-09,+,1,761,Intron,110619518
chr1,110630717,110631148,26805,110630933,110630952,3.54e-08,+,3,751,Promoter,110630942
chr1,110765994,110766423,26848,110766229,110766248,3.39e-06,-,2,727,Distal,110766238
chr1,110780893,110781179,26853,110781050,110781069,1.43e-08,-,1,737,Distal,110781059
chr1,110783365,110783680,26854,110783484,110783503,2.56e-05,-,1,746,Distal,110783493
chr1,110829987,110830310,26863,110830156,110830175,1.95e-07,-,1,708,Distal,110830165
chr1,111030481,111030847,26916,111030683,111030702,5.43e-07,+,2,704,Distal,111030692
chr1,111032269,111032841,26917,111032472,111032491,9.36e-07,-,1,717,Distal,111032481
chr1,111222921,111223203,26969,111223032,111223051,1.65e-07,+,2,759,Distal,111223041
chr1,111334190,111334493,26999,111334353,111334372,9.93e-06,-,1,665,Distal,111334362
chr1,111399848,111400247,27016,111399981,111400000,2.99e-09,-,2,709,Distal,111399990
chr1,111441582,111441933,27028,111441750,111441769,1.55e-07,-,1,680,Intron,111441759
chr1,111481679,111481965,27045,111481807,111481826,7.81e-05,+,1,734,Distal,111481816
chr1,111508252,111508514,27052,111508383,111508402,2.06e-08,+,1,761,Distal,111508392
chr1,111656445,111656750,27118,111656590,111656609,2.19e-06,-,1,673,Intron,111656599
chr1,111714888,111715350,27133,111715050,111715069,5.61e-07,+,1,725,Exon,111715059
chr1,111747306,111747574,27142,111747415,111747434,5.83e-06,-,2,743,Exon,111747424
chr1,111755503,111755944,27144,111755666,111755685,1.32e-08,-,3,756,Promoter,111755675
chr1,111769580,111770208,27146,111769732,111769751,1.67e-06,-,1,719,Distal,111769741
chr1,112298608,112298908,27307,112298749,112298768,1.91e-06,+,2,704,Distal,112298758
chr1,112336954,112337536,27317,112337135,112337154,7.03e-05,-,1,722,Distal,112337144
chr1,112358832,112359165,27319,112358965,112358984,1.13e-07,+,1,737,Distal,112358974
chr1,112369657,112370013,27322,112369852,112369871,3.78e-06,-,3,764,Distal,112369861
chr1,112390878,112391150,27323,112390995,112391014,2.92e-07,+,1,756,Distal,112391004
chr1,112466174,112466481,27338,112466300,112466319,1.05e-06,-,2,751,Promoter,112466309
chr1,112501701,112502157,27344,N,N,N,N,N,702,Intron,112501929
chr1,112614494,112614792,27376,112614634,112614653,2.21e-05,-,1,655,Intron,112614643
chr1,112673632,112674012,27394,112673772,112673791,1.19e-05,-,1,630,Promoter,112673781
chr1,112707349,112707819,27409,112707468,112707487,3.79e-07,-,1,755,Promoter,112707477
chr1,112716313,112716570,27413,112716440,112716459,2.17e-06,+,1,760,Promoter,112716449
chr1,112718586,112718988,27414,112718846,112718865,8.98e-07,+,2,716,Promoter,112718855
chr1,112804228,112804479,27443,112804353,112804372,1.76e-05,-,1,730,Distal,112804362
chr1,112809252,112809549,27444,112809383,112809402,5.05e-06,+,1,746,Distal,112809392
chr1,112880925,112881267,27464,112881120,112881139,1.22e-08,+,2,755,Distal,112881129
chr1,113042657,113042952,27509,113042805,113042824,4.26e-06,-,1,719,Intron,113042814
chr1,113072662,113073130,27515,113072760,113072779,2.21e-06,+,2,763,Promoter,113072769
chr1,113140531,113140919,27537,113140682,113140701,7.34e-07,+,1,739,Distal,113140691
chr1,113677800,113678235,27728,113678068,113678087,5.24e-06,-,1,647,Intron,113678077
chr1,113905081,113905412,27859,113905251,113905270,7.99e-07,-,2,720,Promoter,113905260
chr1,113978667,113979172,27893,113978935,113978954,1.09e-06,+,1,732,Promoter,113978944
chr1,114033067,114033693,27919,114033459,114033478,1.9e-05,+,1,690,Distal,114033468
chr1,114282746,114283131,28041,114282987,114283006,4.49e-07,-,1,760,Distal,114282996
chr1,114346570,114346933,28079,114346704,114346723,5.19e-07,+,1,768,Distal,114346713
chr1,114757463,114758387,28318,114758185,114758204,8.82e-06,-,3,687,Promoter,114758194
chr1,114979320,114979737,28427,114979481,114979500,3.24e-07,+,1,712,Intron,114979490
chr1,115052319,115052810,28464,115052675,115052694,3.75e-07,-,2,745,Intron,115052684
chr1,115112756,115113106,28487,115112971,115112990,5.19e-08,-,1,757,Distal,115112980
chr1,115138903,115139304,28497,115139066,115139085,1.84e-06,+,2,757,Distal,115139075
chr1,115469729,115470042,28640,115469859,115469878,2.65e-06,-,4,748,Distal,115469868
chr1,115507208,115507607,28654,115507368,115507387,6.88e-06,-,1,619,Distal,115507377
chr1,115546108,115546546,28670,115546323,115546342,5.43e-06,+,2,678,Distal,115546332
chr1,115595861,115596150,28684,115596002,115596021,1.24e-07,-,1,748,Distal,115596011
chr1,115608158,115608538,28690,115608328,115608347,2.65e-06,+,1,656,Distal,115608337
chr1,115706813,115707182,28742,115707008,115707027,4.16e-07,-,1,732,Intron,115707017
chr1,115717550,115717891,28747,115717704,115717723,3.02e-08,+,1,656,Intron,115717713
chr1,115764597,115765163,28775,115764759,115764778,3.61e-06,-,1,638,Intron,115764768
chr1,115771866,115772354,28778,115772038,115772057,9.65e-05,-,1,730,Distal,115772047
chr1,115807487,115808063,28788,115807922,115807941,2.36e-07,+,1,719,Distal,115807931
chr1,115981353,115981710,28874,115981579,115981598,6.32e-07,-,1,728,Intron,115981588
chr1,116020690,116020986,28893,116020859,116020878,9.2e-06,-,1,722,Exon,116020868
chr1,116138971,116139369,28956,116139203,116139222,7.65e-09,+,2,766,Distal,116139212
chr1,116151777,116152347,28959,116152178,116152197,1.08e-05,+,1,740,Distal,116152187
chr1,116168163,116168757,28961,116168535,116168554,1.69e-07,-,2,665,Distal,116168544
chr1,116485296,116485554,29144,116485424,116485443,3.75e-09,-,1,759,Distal,116485433
chr1,116499053,116499377,29150,116499228,116499247,6.07e-05,-,1,752,Distal,116499237
chr1,116570275,116570610,29189,116570461,116570480,5.42e-05,+,1,695,Promoter,116570470
chr1,116574664,116575010,29191,116574788,116574807,3.13e-07,+,1,725,Exon,116574797
chr1,116595895,116596608,29203,116596441,116596460,7.11e-07,-,2,705,Intron,116596450
chr1,116672603,116673006,29235,116672731,116672750,3.39e-05,-,1,642,Promoter,116672740
chr1,116724755,116725294,29265,116724934,116724953,2.6e-06,+,1,719,Distal,116724943
chr1,116737294,116737691,29270,116737456,116737475,1.64e-06,+,2,744,Distal,116737465
chr1,116764124,116764531,29279,116764278,116764297,8.9e-06,+,1,640,Intron,116764287
chr1,116817617,116817945,29307,116817752,116817771,7.56e-08,-,2,725,Distal,116817761
chr1,117055327,117055866,29422,117055520,117055539,1.45e-06,-,1,704,Intron,117055529
chr1,117067800,117068124,29428,117067954,117067973,1.8e-06,+,1,737,Intron,117067963
chr1,117122015,117122424,29456,117122225,117122244,7.99e-07,+,1,740,Promoter,117122234
chr1,117128302,117128953,29457,117128767,117128786,6.18e-08,-,1,649,Distal,117128776
chr1,117284268,117284951,29518,117284788,117284807,4.54e-07,-,1,663,Distal,117284797
chr1,117312319,117312864,29530,N,N,N,N,N,632,Intron,117312591
chr1,117512480,117513112,29602,117512883,117512902,1.45e-05,+,1,635,Intron,117512892
chr1,117534753,117535346,29606,117535170,117535189,7.94e-09,+,1,735,Distal,117535179
chr1,117754126,117754462,29703,117754262,117754281,8.75e-06,-,1,725,Distal,117754271
chr1,117758786,117759173,29704,117759019,117759038,1.14e-09,-,2,755,Distal,117759028
chr1,117895536,117896128,29753,117895700,117895719,1.74e-08,-,1,724,Intron,117895709
chr1,118077206,118077711,29787,118077485,118077504,8.29e-08,+,2,619,Intron,118077494
chr1,118151177,118151741,29803,118151520,118151539,6.47e-06,+,1,700,Intron,118151529
chr1,119008505,119009250,29941,119008856,119008875,1.42e-05,-,2,677,Distal,119008865
chr1,119139903,119141364,29961,119141166,119141185,3.32e-06,+,5,653,Promoter,119141175
chr1,119275066,119275731,29989,119275588,119275607,2.92e-07,+,1,728,Exon,119275597
chr1,119286562,119286969,29992,119286790,119286809,5.02e-07,+,1,673,Distal,119286799
chr1,119367420,119367832,30012,119367687,119367706,2.85e-07,-,1,738,Promoter,119367696
chr1,119475861,119476218,30036,N,N,N,N,N,703,Distal,119476039
chr1,119544169,119544554,30050,119544346,119544365,1.06e-07,+,1,630,Distal,119544355
chr1,119549634,119550078,30051,119549808,119549827,1.79e-06,+,2,699,Distal,119549817
chr1,119582801,119583156,30063,119582991,119583010,3.82e-06,+,1,696,Distal,119583000
chr1,119611669,119611951,30067,119611785,119611804,8.82e-06,+,1,752,Distal,119611794
chr1,119613825,119614091,30068,119613937,119613956,6.88e-07,+,2,738,Distal,119613946
chr1,119663183,119663756,30081,119663355,119663374,7.38e-05,-,1,661,Distal,119663364
chr1,119675595,119675915,30086,119675731,119675750,1.02e-08,-,1,739,Distal,119675740
chr1,119743850,119744403,30107,119744250,119744269,5.43e-07,+,1,755,Distal,119744259
chr1,119808644,119809282,30139,119809144,119809163,1.13e-08,+,1,756,Exon,119809153
chr1,119870903,119871221,30161,119871085,119871104,3.48e-06,+,1,754,Distal,119871094
chr1,119885947,119886604,30164,119886346,119886365,1.01e-08,+,3,740,Distal,119886355
chr1,119948647,119948952,30200,119948799,119948818,1.68e-06,+,1,754,Intron,119948808
chr1,119968023,119968352,30207,119968173,119968192,1.01e-08,-,1,745,Exon,119968182
chr1,120544388,120544725,30302,120544629,120544648,6.03e-06,+,2,688,Distal,120544638
chr1,121097453,121097858,30369,121097685,121097704,7.31e-09,-,1,712,Distal,121097694
chr1,143246867,143247542,30616,N,N,N,N,N,654,Distal,143247204
chr1,143264149,143264763,30629,N,N,N,N,N,698,Distal,143264456
chr1,143697958,143698366,30710,143698206,143698225,2.36e-08,+,1,660,Promoter,143698215
chr1,145721190,145721775,31099,145721321,145721340,1.64e-08,-,2,757,Promoter,145721330
chr1,145845251,145845750,31152,145845591,145845610,2.32e-09,+,1,762,Promoter,145845600
chr1,145891775,145892228,31171,145892125,145892144,1.2e-05,+,2,762,Exon,145892134
chr1,145910040,145910371,31178,145910222,145910241,6.26e-08,-,1,741,Promoter,145910231
chr1,145927059,145927736,31183,145927210,145927229,2.17e-06,+,2,735,Promoter,145927219
